,company,code
3397,에프앤가이드,064850
3398,엔솔바이오사이언스,140610
3399,옐로페이,179720
3400,인터코스,240340
3401,질경이,233990
3402,크로넥스,215570
3403,파마리서치바이오,217950
3404,판도라티비,202960
3405,C&중공업,008400
3406,FNC코오롱,001370
3407,LG데이콤,015940
3408,갑을방적,011290
3409,고려원양어업,028330
3410,고려종금,017110
3411,골든경매일호,084160
3412,광주은행,192530
3413,광주은행,005770
3414,극동전선,006250
3415,극동제혁,010200
3416,글로스텍,012410
3417,금성부품,028470
3418,기아차판매,007170
3419,남선물산,005000
3420,논노,015780
3421,대농건설,029200
3422,대상교역,006790
3423,대양상호신용금고,013250
3424,대우,003810
3425,대우증권스팩,121910
3426,도레이케미칼,008000
3427,동남은행,021610
3428,동북아10호선박투자,083350
3429,동북아13호선박투자,083380
3430,동북아1호,078420
3431,동북아2호,080030
3432,동북아31호,093730
3433,동북아3호,080960
3434,두산식품,001610
3435,라미화장품,010330
3436,베네데스하이텍,009360
3437,삼양타이어,029180
3438,선진금속,018570
3439,셀런,013240
3440,스탠다드차타드은행,000110
3441,신광산업,005410
3442,신세계톰보이,012580
3443,신일건업,014350
3444,신한,005450
3445,신화,016640
3446,씨앤상선,000790
3447,씨앤우방,013200
3448,아시아3호,081200
3449,아시아4호,081210
3450,아시아9호,081940
3451,엠피챌린지,035340
3452,옥전산업,028960
3453,옥포기업,029010
3454,옵티멈전환일,038270
3455,우리증권,001280
3456,위너스인프라인,005760
3457,유레스메리츠제1호,073470
3458,유성,002340
3459,중국원양자원,900050
3460,중앙건설,015110
3461,청솔종금,015080
3462,코오롱종합전기,029220
3463,포스코플랜텍,051310
3464,피앤텍,013820
3465,하이콘테그,000310
3466,한국안전유리,018550
3467,한국유전15-1,093820
3468,한일건설,006440
3469,한일약품공업,003040
3470,항도종금,014980
3471,해동금고,007420
3472,해외섬유,028900
3473,현대오토넷,042100
3474,현대종금,011880
3475,3SOFT,036360
3476,GK파워,054020
3477,KTB벤처2-MF,039370
3478,KTB전환형1,037360
3479,PW제네틱스,065910
3480,경북콘크리트,008960
3481,교보5호스팩,223040
3482,뉴젠비아이티,054650
3483,다임마이스터보험형일,036440
3484,대림금속공업,015920
3485,대우스팩3호,215580
3486,대한제지,000530
3487,덴소풍성,047060
3488,도움,078610
3489,디브이에스,046400
3490,디앤샵,090090
3491,디지텔,037740
3492,룩손에너지,033550
3493,리젠트코스,043350
3494,마이다스페안,045280
3495,메카포럼,035830
3496,모빌링크,041310
3497,모젬,079560
3498,미래에셋P.B.2호펀드,066030
3499,미래에셋실크로드자산,036300
3500,박현주4성장,037780
3501,박현주드림육호자산배,035700
3502,벨로체피아노,040750
3503,보람금고,008160
3504,블루젬디앤씨,053040
3505,삼성그랑프리전환형뮤,035520
3506,삼성수산,052560
3507,삼화실업,000600
3508,선일옵트론,014250
3509,성우몰드,053440
3510,세이에이스혼합형펀드,052520
3511,세이채권혼합,045790
3512,스탠더드텔레,027890
3513,실리콘화일,082930
3514,실크성장2호,043400
3515,쏠라엔텍,030390
3516,씨디네트웍스,073710
3517,씨모텍,081090
3518,아이엠아이티,038100
3519,아이티센네트웍스,057110
3520,아이팩토리,053810
3521,아이피에스,051820
3522,알이엔,023670
3523,에스마크,030270
3524,에프아이투어,047370
3525,에프티이앤이,065160
3526,엔에이치스팩7호,217810
3527,엔케이바이오,019260
3528,엔하이테크,046720
3529,엘에스오토모티브,008580
3530,예당,049000
3531,예일바이오텍,054250
3532,옵티멈성장1,045090
3533,옵티멈전환2,039380
3534,완리,900180
3535,우경,025920
3536,웨이포트,900130
3537,유리세이프전환혼합형,052530
3538,유리중립일,036950
3539,유리프론티어-MF,045550
3540,유안타제2호스팩,219960
3541,인네트,041450
3542,인베스티움사파이어성,034340
3543,임광토건,001850
3544,장복건설,013210
3545,제이앤유글로벌,086200
3546,주일,011770
3547,차이나하오란,900090
3548,케너텍,062730
3549,케이디엠,027560
3550,클라스타,037550
3551,텔슨정보통신,018180
3552,트리니티,053070
3553,파이오니어2-MF,045070
3554,파인넥스,123260
3555,포네이처,045290
3556,플래티넘성1,043380
3557,플렉스컴,065270
3558,하이스마텍,057100
3559,한와이어리스,037020
3560,한통데이타,045760
3561,한화수성스팩,265920
3562,한화에이스스팩4호,279410
3563,화진,134780
3564,SGA시스템즈,232290
3565,나이코,192240
3566,닉스테크,063840
3567,소프트캠프,210610
3568,아이엘사이언스,122050
3569,캐로스,260490
3570,BYC,001460
3571,DB손해보험,005830
3572,GS,078930
3573,HMM,011200
3574,JB금융지주,175330
3575,LS네트웍스,000680
3576,NH투자증권,005940
3577,SK,034730
3578,SK디스커버리,006120
3579,강남제비스코,000860
3580,경동나비엔,009450
3581,광명전기,017040
3582,교촌에프앤비,339770
3583,그린케미칼,083420
3584,금호석유화학,011780
3585,금호에이치티,214330
3586,깨끗한나라,004540
3587,남광토건,001260
3588,노루홀딩스,000320
3589,대동공업,000490
3590,대상홀딩스,084690
3591,대성에너지,117580
3592,대우부품,009320
3593,대우조선해양,042660
3594,대창단조,015230
3595,대현,016090
3596,도화엔지니어링,002150
3597,동성화학,005190
3598,동아에스티,170900
3599,동아지질,028100
3600,동일고무벨트,163560
3601,동일산업,004890
3602,동일제강,002690
3603,두올,016740
3604,드림텍,192650
3605,롯데지주,004990
3606,롯데푸드,002270
3607,모나리자,012690
3608,무림페이퍼,009200
3609,미래산업,025560
3610,미래에셋대우,006800
3611,보해양조,000890
3612,삼화콘덴서공업,001820
3613,상신브레이크,041650
3614,서울도시가스,017390
3615,성안,011300
3616,신대양제지,016590
3617,신흥,004080
3618,쎌마테라퓨틱스,015540
3619,아시아나항공,020560
3620,에스원,012750
3621,에스케이바이오팜,326030
3622,에이프로젠제약,003060
3623,영풍제지,006740
3624,우리들제약,004720
3625,우리종금,010050
3626,우진아이엔에스,010400
3627,웅진씽크빅,095720
3628,유수홀딩스,000700
3629,유엔젤,072130
3630,율촌화학,008730
3631,이지스레지던스리츠,350520
3632,이화산업,000760
3633,인팩,023810
3634,일신방직,003200
3635,일진디스플,020760
3636,일진머티리얼즈,020150
3637,제주은행,006220
3638,제주항공,089590
3639,종근당,185750
3640,진양홀딩스,100250
3641,천일고속,000650
3642,체시스,033250
3643,카프로,006380
3644,케이티앤지,033780
3645,태경케미컬,006890
3646,태광산업,003240
3647,태영건설,009410
3648,풍산,103140
3649,하나금융지주,086790
3650,한국가스공사,036460
3651,한국전력공사,015760
3652,한국항공우주,047810
3653,한성기업,003680
3654,한세예스24홀딩스,016450
3655,한일시멘트,300720
3656,한일홀딩스,003300
3657,한전KPS,051600
3658,한진칼,180640
3659,한창,005110
3660,현대그린푸드,005440
3661,현대로템,064350
3662,현대미포조선,010620
3663,현대약품,004310
3664,현대종합상사,011760
3665,화신,010690
3666,휴켐스,069260
3667,흥국화재,000540
3668,AP시스템,265520
3669,AP위성,211270
3670,GRT,900290
3671,MP그룹,065150
3672,OQP,078590
3673,PI첨단소재,178920
3674,S&K폴리텍,091340
3675,SFA반도체,036540
3676,THE MIDONG,161570
3677,YTN,040300
3678,골프존뉴딘홀딩스,121440
3679,교보10호기업인수목적,355150
3680,글로벌에스엠,900070
3681,금화피에스시,036190
3682,까스텔바작,308100
3683,나무가,190510
3684,네온테크,306620
3685,넥스틴,348210
3686,녹십자랩셀,144510
3687,농우바이오,054050
3688,뉴트리,270870
3689,다나와,119860
3690,다믈멀티미디어,093640
3691,대동스틸,048470
3692,대신밸런스제8호스팩,336570
3693,대한광통신,010170
3694,더네이쳐홀딩스,298540
3695,데이타솔루션,263800
3696,덱스터,206560
3697,도이치모터스,067990
3698,동국산업,005160
3699,동원개발,013120
3700,동일금속,109860
3701,동화기업,025900
3702,드림시큐리티,203650
3703,드림어스컴퍼니,060570
3704,디딤,217620
3705,디와이피엔에프,104460
3706,디지캡,197140
3707,레몬,294140
3708,로보티즈,108490
3709,로체시스템즈,071280
3710,루멘스,038060
3711,루트로닉,085370
3712,리노공업,058470
3713,마이크로디지탈,305090
3714,마크로젠,038290
3715,매커스,093520
3716,메디아나,041920
3717,멜파스,096640
3718,모바일리더,100030
3719,미래생명자원,218150
3720,미래컴퍼니,049950
3721,바른전자,064520
3722,배럴,267790
3723,백금T&A,046310
3724,버킷스튜디오,066410
3725,보성파워텍,006910
3726,브이원텍,251630
3727,브이티지엠피,018290
3728,비덴트,121800
3729,비비씨,318410
3730,비씨월드제약,200780
3731,비아트론,141000
3732,비올,335890
3733,비츠로시스,054220
3734,빛샘전자,072950
3735,삼기,122350
3736,상상인이안제2호스팩,329560
3737,상상인인더스트리,101000
3738,서남,294630
3739,서울리거,043710
3740,서울제약,018680
3741,서전기전,189860
3742,서희건설,035890
3743,성광벤드,014620
3744,세중,039310
3745,센트럴바이오,051980
3746,셀트리온헬스케어,091990
3747,솔브레인홀딩스,036830
3748,솔트룩스,304100
3749,슈프리마아이디,317770
3750,스킨앤스킨,159910
3751,신신제약,002800
3752,신영스팩6호,344050
3753,신일제약,012790
3754,싸이맥스,160980
3755,썸에이지,208640
3756,쏠리드,050890
3757,씨아이에스,222080
3758,씨에스베어링,297090
3759,아난티,025980
3760,아바코,083930
3761,아세아텍,050860
3762,아스트,067390
3763,아이스크림에듀,289010
3764,아이텍,119830
3765,아이티엠반도체,084850
3766,알로이스,297570
3767,양지사,030960
3768,얼라인드,238120
3769,에스씨디,042110
3770,에스에프에이,056190
3771,에스텍,069510
3772,에스폴리텍,050760
3773,에스피시스템스,317830
3774,에이디테크놀로지,200710
3775,에이치엘비생명과학,067630
3776,에이치엘비파워,043220
3777,에치에프알,230240
3778,엔에이치스팩16호,353190
3779,엘앤씨바이오,290650
3780,엘앤에프,066970
3781,엘티씨,170920
3782,엠투엔,033310
3783,영우디에스피,143540
3784,영풍정밀,036560
3785,예선테크,250930
3786,오리엔트정공,065500
3787,오스코텍,039200
3788,오파스넷,173130
3789,올릭스,226950
3790,옴니시스템,057540
3791,와토스코리아,079000
3792,우리산업,215360
3793,우리이앤엘,153490
3794,우원개발,046940
3795,위더스제약,330350
3796,위즈코프,038620
3797,윈팩,097800
3798,유비케어,032620
3799,유안타제3호스팩,287410
3800,유앤아이,056090
3801,유진스팩4호,321260
3802,이노메트리,302430
3803,이노테라피,246960
3804,이디티,215090
3805,이루다,164060
3806,이매진아시아,036260
3807,이베스트이안스팩1호,323210
3808,이씨에스,067010
3809,이엔드디,101360
3810,이오테크닉스,039030
3811,인터로조,119610
3812,인프라웨어,041020
3813,인화정공,101930
3814,자연과환경,043910
3815,정산애강,022220
3816,제닉,123330
3817,제이브이엠,054950
3818,제이엔케이히터,126880
3819,제일테크노스,038010
3820,제테마,216080
3821,지어소프트,051160
3822,지에스이,053050
3823,지엔원에너지,270520
3824,지와이커머스,111820
3825,진양제약,007370
3826,차바이오텍,085660
3827,천랩,311690
3828,청보산업,013720
3829,케어젠,214370
3830,케이맥,043290
3831,케이엘넷,039420
3832,케이프이에스제4호,347140
3833,코렌텍,104540
3834,코리아나,027050
3835,코스맥스엔비티,222040
3836,코오롱티슈진,950160
3837,코콤,015710
3838,큐에스아이,066310
3839,크루셜텍,114120
3840,크리스에프앤씨,110790
3841,테스,095610
3842,텔레칩스,054450
3843,텔레필드,091440
3844,톱텍,108230
3845,티비씨,033830
3846,티플랙스,081150
3847,파나진,046210
3848,파이오링크,170790
3849,포비스티앤씨,016670
3850,포시에스,189690
3851,푸른기술,094940
3852,프럼파스트,035200
3853,플리토,300080
3854,피엔케이피부임상연구센타,347740
3855,피제이전자,006140
3856,하림,136480
3857,하이록코리아,013030
3858,하이비젼시스템,126700
3859,하츠,066130
3860,한국기업평가,034950
3861,한국정보공학,039740
3862,한네트,052600
3863,한라IMS,092460
3864,한양이엔지,045100
3865,한프,066110
3866,해성산업,034810
3867,해성옵틱스,076610
3868,행남사,008800
3869,홈센타홀딩스,060560
3870,힘스,238490
3871,SGA클라우드서비스,224880
3872,TS트릴리온,284610
3873,관악산업,076340
3874,나라소프트,288490
3875,메디젠휴먼케어,236340
3876,셀젠텍,258250
3877,에스케이씨에스,224020
3878,에이펙스인텍,207490
3879,엔에스엠,238170
3880,원바이오젠,278380
3881,원텍,216280
3882,이노진,344860
3883,지앤이헬스케어,299480
3884,코셋,189350
3885,툴젠,199800
3886,플럼라인생명과학,222670
3887,피엔에이치테크,239890
3888,한국미라클피플사,331660
3889,휴벡셀,212310
